4.167811180996270487e-02,4.261512476018489148e-02,4.213605526672811741e-02,4.133015979288989783e-02,4.242703081062278170e-02,4.248971141667003820e-02,4.272192911506481755e-02,4.149925807614419926e-02,4.353157937416328449e-02,4.044227532147042642e-02,0.000000000000000000e+00
4.083803872662588458e-02,4.168663735028125400e-02,4.156932034220445910e-02,4.054674272098906379e-02,4.142235026284597083e-02,4.170576463959985852e-02,4.243246025342043565e-02,4.089762470811220130e-02,4.260250749612776860e-02,3.971270555750903986e-02,0.000000000000000000e+00
3.862499028993357508e-02,4.009949469136308425e-02,3.967719808492235073e-02,3.866694427223540259e-02,3.954444271690289725e-02,3.954449644396819397e-02,4.052321567013434517e-02,3.830791183824208690e-02,4.039006503862124092e-02,3.745485717146719573e-02,0.000000000000000000e+00
3.850151060603124176e-02,4.006919125599334858e-02,3.989500071180863972e-02,3.863098753641208694e-02,3.990966101486002893e-02,3.965048124954865388e-02,4.042304923539318667e-02,3.875842372654674656e-02,4.025065943794400164e-02,3.752204083324657546e-02,0.000000000000000000e+00
4.164835849618832297e-02,4.298378794256624280e-02,4.294370950470546844e-02,4.167172321948300201e-02,4.257812620246057694e-02,4.267120196389839054e-02,4.286326130782758259e-02,4.149544590009136141e-02,4.359886267743486726e-02,4.067840672107493616e-02,0.000000000000000000e+00
4.185451366883703728e-02,4.316231310895356915e-02,4.284533137039085032e-02,4.166637671169531876e-02,4.271150510508821968e-02,4.265231204294037820e-02,4.276035048351343321e-02,4.154719685967653287e-02,4.362834302691907806e-02,4.050554018152269231e-02,0.000000000000000000e+00
4.178982285759332005e-02,4.282210139345116184e-02,4.286128152516949924e-02,4.168941685687219817e-02,4.251036387922229459e-02,4.242305149802816366e-02,4.280348049062390747e-02,4.176528225928389376e-02,4.348392598142866716e-02,4.049376173433240356e-02,0.000000000000000000e+00
4.182075416881896740e-02,4.313185145490890798e-02,4.286412489067074200e-02,4.170155611003747292e-02,4.245516161698762586e-02,4.267647713718940305e-02,4.306986829357224711e-02,4.193399800196356830e-02,4.367625731725920113e-02,4.056794760277375456e-02,0.000000000000000000e+00
4.138075641330948851e-02,4.279107427928472568e-02,4.297364705577362554e-02,4.112732299862101315e-02,4.248399163592859323e-02,4.228144592042137884e-02,4.270160452733327838e-02,4.139978937383421292e-02,4.330809790406121851e-02,4.018575862353253314e-02,0.000000000000000000e+00
4.115146800063113064e-02,4.266503868675716737e-02,4.243243247174848659e-02,4.136412850763353244e-02,4.245916656889981572e-02,4.237505691889015269e-02,4.296130700328747165e-02,4.092929863126367612e-02,4.299577875511575303e-02,4.049338089823718845e-02,0.000000000000000000e+00
